"Story","Title","Result","Date","Stability","Duration (s)"
"Luisa desea comprar un producto en la pagina de falabella","Compra de un producto determinado","FAILURE","2022-05-09T17:16:04.079-05:00[America/Bogota]","0.0","93.88"
